train,NonViolence,NV_1,66
train,NonViolence,NV_10,150
train,NonViolence,NV_100,150
train,NonViolence,NV_1000,104
train,NonViolence,NV_101,150
train,NonViolence,NV_102,150
train,NonViolence,NV_103,125
train,NonViolence,NV_104,150
train,NonViolence,NV_105,125
train,NonViolence,NV_106,125
train,NonViolence,NV_107,125
train,NonViolence,NV_108,150
train,NonViolence,NV_109,150
train,NonViolence,NV_11,138
train,NonViolence,NV_110,125
train,NonViolence,NV_111,150
train,NonViolence,NV_112,125
train,NonViolence,NV_113,125
train,NonViolence,NV_114,125
train,NonViolence,NV_115,125
train,NonViolence,NV_116,150
train,NonViolence,NV_117,150
train,NonViolence,NV_118,150
train,NonViolence,NV_119,150
train,NonViolence,NV_12,138
train,NonViolence,NV_120,150
train,NonViolence,NV_121,150
train,NonViolence,NV_122,150
train,NonViolence,NV_123,150
train,NonViolence,NV_124,125
train,NonViolence,NV_125,125
train,NonViolence,NV_126,150
train,NonViolence,NV_127,150
train,NonViolence,NV_128,150
train,NonViolence,NV_129,150
train,NonViolence,NV_13,155
train,NonViolence,NV_130,150
train,NonViolence,NV_131,150
train,NonViolence,NV_132,125
train,NonViolence,NV_133,150
train,NonViolence,NV_134,150
train,NonViolence,NV_135,150
train,NonViolence,NV_136,125
train,NonViolence,NV_137,108
train,NonViolence,NV_138,98
train,NonViolence,NV_139,113
train,NonViolence,NV_14,110
train,NonViolence,NV_140,115
train,NonViolence,NV_141,105
train,NonViolence,NV_142,95
train,NonViolence,NV_143,150
train,NonViolence,NV_144,113
train,NonViolence,NV_145,125
train,NonViolence,NV_146,125
train,NonViolence,NV_147,125
train,NonViolence,NV_148,125
train,NonViolence,NV_149,125
train,NonViolence,NV_15,133
train,NonViolence,NV_150,125
train,NonViolence,NV_151,125
train,NonViolence,NV_152,125
train,NonViolence,NV_153,150
train,NonViolence,NV_154,125
train,NonViolence,NV_155,125
train,NonViolence,NV_156,125
train,NonViolence,NV_157,125
train,NonViolence,NV_158,125
train,NonViolence,NV_159,125
train,NonViolence,NV_16,115
train,NonViolence,NV_160,125
train,NonViolence,NV_161,125
train,NonViolence,NV_162,125
train,NonViolence,NV_163,125
train,NonViolence,NV_164,150
train,NonViolence,NV_165,125
train,NonViolence,NV_166,125
train,NonViolence,NV_167,125
train,NonViolence,NV_168,125
train,NonViolence,NV_169,125
train,NonViolence,NV_17,128
train,NonViolence,NV_170,125
train,NonViolence,NV_171,125
train,NonViolence,NV_172,125
train,NonViolence,NV_173,125
train,NonViolence,NV_174,150
train,NonViolence,NV_175,125
train,NonViolence,NV_176,125
train,NonViolence,NV_177,125
train,NonViolence,NV_178,125
